Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2012","2012","kg/ha","4941.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2013","2013","kg/ha","5574.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2014","2014","kg/ha","5607.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2015","2015","kg/ha","5367.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2016","2016","kg/ha","5448.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2017","2017","kg/ha","5366.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2018","2018","kg/ha","7826.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2019","2019","kg/ha","6825.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2020","2020","kg/ha","6445.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2021","2021","kg/ha","6503.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2022","2022","kg/ha","6182.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01460","Coconuts, in shell","2023","2023","kg/ha","6220","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2012","2012","kg/ha","851.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2013","2013","kg/ha","845.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2014","2014","kg/ha","798.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2015","2015","kg/ha","772.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2016","2016","kg/ha","801","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2017","2017","kg/ha","694.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2018","2018","kg/ha","765.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2019","2019","kg/ha","766.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2020","2020","kg/ha","712.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2021","2021","kg/ha","789.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2022","2022","kg/ha","774.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01610","Coffee, green","2023","2023","kg/ha","760.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2012","2012","kg/ha","6339.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2013","2013","kg/ha","6339.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2014","2014","kg/ha","6331.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2015","2015","kg/ha","6325.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2016","2016","kg/ha","6332.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2017","2017","kg/ha","6322.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2018","2018","kg/ha","6303.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2019","2019","kg/ha","6281.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2020","2020","kg/ha","6490.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2021","2021","kg/ha","6357.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2022","2022","kg/ha","6375.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01232","Cucumbers and gherkins","2023","2023","kg/ha","6407.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2012","2012","kg/ha","18257.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2013","2013","kg/ha","18620.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2014","2014","kg/ha","19060.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2015","2015","kg/ha","18705.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2016","2016","kg/ha","18876.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2017","2017","kg/ha","17066.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2018","2018","kg/ha","17535.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2019","2019","kg/ha","17441.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2020","2020","kg/ha","17045.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2021","2021","kg/ha","17188.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2022","2022","kg/ha","18911.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01233","Eggplants (aubergines)","2023","2023","kg/ha","18784.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2012","2012","kg/ha","2497.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2013","2013","kg/ha","2518.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2014","2014","kg/ha","2525.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2015","2015","kg/ha","2530.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2016","2016","kg/ha","2540.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2017","2017","kg/ha","2552.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2018","2018","kg/ha","2560.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2019","2019","kg/ha","2568.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2020","2020","kg/ha","2584","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2021","2021","kg/ha","2523.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2022","2022","kg/ha","2516.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01315","Figs","2023","2023","kg/ha","2507.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2012","2012","kg/ha","4877.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2013","2013","kg/ha","5022.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2014","2014","kg/ha","4924.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2015","2015","kg/ha","5352.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2016","2016","kg/ha","6721.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2017","2017","kg/ha","6369","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2018","2018","kg/ha","10678.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2019","2019","kg/ha","10902.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2020","2020","kg/ha","10494.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2021","2021","kg/ha","10853.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2022","2022","kg/ha","11497.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01657","Ginger, raw","2023","2023","kg/ha","11523.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2012","2012","kg/ha","19146.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2013","2013","kg/ha","21042.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2014","2014","kg/ha","21773.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2015","2015","kg/ha","21683.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2016","2016","kg/ha","21229.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2017","2017","kg/ha","21328.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2018","2018","kg/ha","21007.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2019","2019","kg/ha","21721.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2020","2020","kg/ha","21206.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2021","2021","kg/ha","21664.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2022","2022","kg/ha","20865","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01330","Grapes","2023","2023","kg/ha","22130.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2012","2012","kg/ha","5074.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2013","2013","kg/ha","5076.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2014","2014","kg/ha","5419.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2015","2015","kg/ha","5438.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2016","2016","kg/ha","5754.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2017","2017","kg/ha","5274.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2018","2018","kg/ha","5082","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2019","2019","kg/ha","8128.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2020","2020","kg/ha","8309.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2021","2021","kg/ha","8137.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2022","2022","kg/ha","8162.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01252","Green garlic","2023","2023","kg/ha","7994","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2012","2012","kg/ha","984.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2013","2013","kg/ha","1720.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2014","2014","kg/ha","1579.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2015","2015","kg/ha","1476.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2016","2016","kg/ha","1405.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2017","2017","kg/ha","1397.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2018","2018","kg/ha","1893","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2019","2019","kg/ha","1422","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2020","2020","kg/ha","2062.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2021","2021","kg/ha","1703.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2022","2022","kg/ha","1776.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0142","Groundnuts, excluding shelled","2023","2023","kg/ha","2075.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2012","2012","kg/ha","2390","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2013","2013","kg/ha","2430","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2014","2014","kg/ha","2655.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2015","2015","kg/ha","2314.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2016","2016","kg/ha","2519.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2017","2017","kg/ha","2659.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2018","2018","kg/ha","2517.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2019","2019","kg/ha","2569.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2020","2020","kg/ha","2706.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2021","2021","kg/ha","2591.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2022","2022","kg/ha","2792.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.01","Jute, raw or retted","2023","2023","kg/ha","2613.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2012","2012","kg/ha","1298.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2013","2013","kg/ha","1080","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2014","2014","kg/ha","1176.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2015","2015","kg/ha","1216.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2016","2016","kg/ha","1152.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2017","2017","kg/ha","1180.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2018","2018","kg/ha","1182.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2019","2019","kg/ha","1171.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2020","2020","kg/ha","1178.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2021","2021","kg/ha","1177.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2022","2022","kg/ha","1175.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2023","2023","kg/ha","1176.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2012","2012","kg/ha","9709.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2013","2013","kg/ha","9888.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2014","2014","kg/ha","9898.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2015","2015","kg/ha","11007.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2016","2016","kg/ha","9951","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2017","2017","kg/ha","9532.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2018","2018","kg/ha","11007","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2019","2019","kg/ha","11416.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2020","2020","kg/ha","11450.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2021","2021","kg/ha","10850.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2022","2022","kg/ha","12063.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01322","Lemons and limes","2023","2023","kg/ha","12137.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2012","2012","kg/ha","677.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2013","2013","kg/ha","796.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2014","2014","kg/ha","758.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2015","2015","kg/ha","704.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2016","2016","kg/ha","764.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2017","2017","kg/ha","837.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2018","2018","kg/ha","1046.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2019","2019","kg/ha","901","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2020","2020","kg/ha","846.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2021","2021","kg/ha","1017.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2022","2022","kg/ha","898.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01704","Lentils, dry","2023","2023","kg/ha","952.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2012","2012","kg/ha","6323.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2013","2013","kg/ha","6352.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2014","2014","kg/ha","6350.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2015","2015","kg/ha","6345.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2016","2016","kg/ha","6349.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2017","2017","kg/ha","6334.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2018","2018","kg/ha","6319.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2019","2019","kg/ha","6307.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2020","2020","kg/ha","6548","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2021","2021","kg/ha","6391.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2022","2022","kg/ha","6415.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01214","Lettuce and chicory","2023","2023","kg/ha","6451.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2012","2012","kg/ha","470.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2013","2013","kg/ha","496.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2014","2014","kg/ha","483.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2015","2015","kg/ha","543.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2016","2016","kg/ha","419.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2017","2017","kg/ha","566.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2018","2018","kg/ha","532.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2019","2019","kg/ha","573.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2020","2020","kg/ha","670.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2021","2021","kg/ha","636.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2022","2022","kg/ha","642.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01441","Linseed","2023","2023","kg/ha","698.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","2555.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","2572.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","2572.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","2610.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","2597.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","2688.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","3065.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","3070.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","3006.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","3199.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","3387.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","3544.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2012","2012","kg/ha","6810.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2013","2013","kg/ha","7200.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2014","2014","kg/ha","7325.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2015","2015","kg/ha","8565.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2016","2016","kg/ha","8439.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2017","2017","kg/ha","9438.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2018","2018","kg/ha","9879.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2019","2019","kg/ha","9965.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","9542.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","9511.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","9726","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","9724.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2012","2012","kg/ha","999.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2013","2013","kg/ha","1188.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2014","2014","kg/ha","1178.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2015","2015","kg/ha","1275.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2016","2016","kg/ha","1162.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2017","2017","kg/ha","1270.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2018","2018","kg/ha","1261.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2019","2019","kg/ha","1211.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2020","2020","kg/ha","1386.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2021","2021","kg/ha","1427.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2022","2022","kg/ha","1396","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2023","2023","kg/ha","1474","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2012","2012","kg/ha","2036.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2013","2013","kg/ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2014","2014","kg/ha","2065.9","E","Estimated value",""
